course_id,course_title,course_description,level,subject,programme,curriculum,module_id,module_title,module_description,module_position,lesson_id,lesson_title,lesson_position,topic_id,skill_id,summary,objectives,explanation,worked_example_question,worked_example_steps,worked_example_answer,key_points,prerequisites,difficulty,duration_minutes,targeted_practice_skill_id,status

